location,date,hour,long,lat,hourly_lcpeak_avg
Calveriekapel,2022-01-18,9,4.6999168,50.8745267,73.76136208115305
Calveriekapel,2022-01-18,10,4.6999168,50.8745267,74.35365651451232
Calveriekapel,2022-01-18,11,4.6999168,50.8745267,74.9139574388313
Calveriekapel,2022-01-18,12,4.6999168,50.8745267,74.87879236283318
Calveriekapel,2022-01-18,13,4.6999168,50.8745267,74.70213945630127
Calveriekapel,2022-01-18,14,4.6999168,50.8745267,74.69254455481048
Calveriekapel,2022-01-18,15,4.6999168,50.8745267,74.99897699482423
Calveriekapel,2022-01-18,16,4.6999168,50.8745267,74.13506358757158
Calveriekapel,2022-01-18,17,4.6999168,50.8745267,74.62726556882002
Calveriekapel,2022-01-18,18,4.6999168,50.8745267,75.10732404841539
Calveriekapel,2022-01-18,19,4.6999168,50.8745267,74.31970790116266
Calveriekapel,2022-01-18,20,4.6999168,50.8745267,73.38050797299174
Calveriekapel,2022-01-18,21,4.6999168,50.8745267,71.81535304409383
Calveriekapel,2022-01-18,22,4.6999168,50.8745267,70.1089647022452
Calveriekapel,2022-01-18,23,4.6999168,50.8745267,67.63160150210841
Calveriekapel,2022-01-19,0,4.6999168,50.8745267,64.95960209967828
Calveriekapel,2022-01-19,1,4.6999168,50.8745267,63.281144572326816
Calveriekapel,2022-01-19,2,4.6999168,50.8745267,62.505081082668184
Calveriekapel,2022-01-19,3,4.6999168,50.8745267,62.20069454513425
Calveriekapel,2022-01-19,4,4.6999168,50.8745267,62.323329027274966
Calveriekapel,2022-01-19,5,4.6999168,50.8745267,63.763744043290316
Calveriekapel,2022-01-19,6,4.6999168,50.8745267,68.36492915185488
Calveriekapel,2022-01-19,7,4.6999168,50.8745267,72.17035487469963
Calveriekapel,2022-01-19,8,4.6999168,50.8745267,73.53619859741843
Calveriekapel,2022-01-19,9,4.6999168,50.8745267,73.76136208115305
Calveriekapel,2022-01-19,10,4.6999168,50.8745267,74.35365651451232
Calveriekapel,2022-01-19,11,4.6999168,50.8745267,74.9139574388313
Calveriekapel,2022-01-19,12,4.6999168,50.8745267,74.87879236283318
Calveriekapel,2022-01-19,13,4.6999168,50.8745267,74.70213945630127
Calveriekapel,2022-01-19,14,4.6999168,50.8745267,74.69254455481048
Calveriekapel,2022-01-19,15,4.6999168,50.8745267,74.99897699482423
Calveriekapel,2022-01-19,16,4.6999168,50.8745267,74.13506358757158
Calveriekapel,2022-01-19,17,4.6999168,50.8745267,74.62726556882002
Calveriekapel,2022-01-19,18,4.6999168,50.8745267,75.10732404841539
Calveriekapel,2022-01-19,19,4.6999168,50.8745267,74.31970790116266
Calveriekapel,2022-01-19,20,4.6999168,50.8745267,73.38050797299174
Calveriekapel,2022-01-19,21,4.6999168,50.8745267,71.81535304409383
Calveriekapel,2022-01-19,22,4.6999168,50.8745267,70.1089647022452
Calveriekapel,2022-01-19,23,4.6999168,50.8745267,67.63160150210841
Calveriekapel,2022-01-20,0,4.6999168,50.8745267,64.95960209967828
Calveriekapel,2022-01-20,1,4.6999168,50.8745267,63.281144572326816
Calveriekapel,2022-01-20,2,4.6999168,50.8745267,62.505081082668184
Calveriekapel,2022-01-20,3,4.6999168,50.8745267,62.20069454513425
Calveriekapel,2022-01-20,4,4.6999168,50.8745267,62.323329027274966
Calveriekapel,2022-01-20,5,4.6999168,50.8745267,63.763744043290316
Calveriekapel,2022-01-20,6,4.6999168,50.8745267,68.36492915185488
Calveriekapel,2022-01-20,7,4.6999168,50.8745267,72.17035487469963
Calveriekapel,2022-01-20,8,4.6999168,50.8745267,73.53619859741843
Calveriekapel,2022-01-20,9,4.6999168,50.8745267,73.76136208115305
Calveriekapel,2022-01-20,10,4.6999168,50.8745267,74.35365651451232
Calveriekapel,2022-01-20,11,4.6999168,50.8745267,74.9139574388313
Calveriekapel,2022-01-20,12,4.6999168,50.8745267,74.87879236283318
Calveriekapel,2022-01-20,13,4.6999168,50.8745267,74.70213945630127
Calveriekapel,2022-01-20,14,4.6999168,50.8745267,74.69254455481048
Calveriekapel,2022-01-20,15,4.6999168,50.8745267,74.99897699482423
Calveriekapel,2022-01-20,16,4.6999168,50.8745267,74.13506358757158
Calveriekapel,2022-01-20,17,4.6999168,50.8745267,74.62726556882002
Calveriekapel,2022-01-20,18,4.6999168,50.8745267,75.10732404841539
Calveriekapel,2022-01-20,19,4.6999168,50.8745267,74.31970790116266
Calveriekapel,2022-01-20,20,4.6999168,50.8745267,73.38050797299174
Calveriekapel,2022-01-20,21,4.6999168,50.8745267,71.81535304409383
Calveriekapel,2022-01-20,22,4.6999168,50.8745267,70.1089647022452
Calveriekapel,2022-01-20,23,4.6999168,50.8745267,67.63160150210841
Calveriekapel,2022-01-21,0,4.6999168,50.8745267,64.95960209967828
Calveriekapel,2022-01-21,1,4.6999168,50.8745267,63.281144572326816
Calveriekapel,2022-01-21,2,4.6999168,50.8745267,62.505081082668184
Calveriekapel,2022-01-21,3,4.6999168,50.8745267,62.20069454513425
Calveriekapel,2022-01-21,4,4.6999168,50.8745267,62.323329027274966
Calveriekapel,2022-01-21,5,4.6999168,50.8745267,63.763744043290316
Calveriekapel,2022-01-21,6,4.6999168,50.8745267,68.36492915185488
Calveriekapel,2022-01-21,7,4.6999168,50.8745267,72.17035487469963
Calveriekapel,2022-01-21,8,4.6999168,50.8745267,73.53619859741843
Calveriekapel,2022-01-21,9,4.6999168,50.8745267,73.76136208115305
Calveriekapel,2022-01-21,10,4.6999168,50.8745267,74.35365651451232
Calveriekapel,2022-01-21,11,4.6999168,50.8745267,74.9139574388313
Calveriekapel,2022-01-21,12,4.6999168,50.8745267,74.87879236283318
Calveriekapel,2022-01-21,13,4.6999168,50.8745267,74.70213945630127
Calveriekapel,2022-01-21,14,4.6999168,50.8745267,74.69254455481048
Calveriekapel,2022-01-21,15,4.6999168,50.8745267,74.99897699482423
Calveriekapel,2022-01-21,16,4.6999168,50.8745267,74.13506358757158
Calveriekapel,2022-01-21,17,4.6999168,50.8745267,74.62726556882002
Calveriekapel,2022-01-21,18,4.6999168,50.8745267,75.10732404841539
Calveriekapel,2022-01-21,19,4.6999168,50.8745267,74.31970790116266
Calveriekapel,2022-01-21,20,4.6999168,50.8745267,73.38050797299174
Calveriekapel,2022-01-21,21,4.6999168,50.8745267,71.81535304409383
Calveriekapel,2022-01-21,22,4.6999168,50.8745267,70.1089647022452
Calveriekapel,2022-01-21,23,4.6999168,50.8745267,67.63160150210841
Calveriekapel,2022-01-22,0,4.6999168,50.8745267,64.95960209967828
Calveriekapel,2022-01-22,1,4.6999168,50.8745267,63.281144572326816
Calveriekapel,2022-01-22,2,4.6999168,50.8745267,62.505081082668184
Calveriekapel,2022-01-22,3,4.6999168,50.8745267,62.20069454513425
Calveriekapel,2022-01-22,4,4.6999168,50.8745267,62.323329027274966
Calveriekapel,2022-01-22,5,4.6999168,50.8745267,63.763744043290316
Calveriekapel,2022-01-22,6,4.6999168,50.8745267,68.36492915185488
Calveriekapel,2022-01-22,7,4.6999168,50.8745267,72.17035487469963
Calveriekapel,2022-01-22,8,4.6999168,50.8745267,73.53619859741843
Calveriekapel,2022-01-22,9,4.6999168,50.8745267,73.76136208115305
Calveriekapel,2022-01-22,10,4.6999168,50.8745267,74.35365651451232
Calveriekapel,2022-01-22,11,4.6999168,50.8745267,74.9139574388313
Calveriekapel,2022-01-22,12,4.6999168,50.8745267,74.87879236283318
Calveriekapel,2022-01-22,13,4.6999168,50.8745267,74.70213945630127
Calveriekapel,2022-01-22,14,4.6999168,50.8745267,74.69254455481048
Calveriekapel,2022-01-22,15,4.6999168,50.8745267,74.99897699482423
Calveriekapel,2022-01-22,16,4.6999168,50.8745267,74.13506358757158
Calveriekapel,2022-01-22,17,4.6999168,50.8745267,74.62726556882002
Calveriekapel,2022-01-22,18,4.6999168,50.8745267,75.10732404841539
Calveriekapel,2022-01-22,19,4.6999168,50.8745267,74.31970790116266
Calveriekapel,2022-01-22,20,4.6999168,50.8745267,73.38050797299174
Calveriekapel,2022-01-22,21,4.6999168,50.8745267,71.81535304409383
Calveriekapel,2022-01-22,22,4.6999168,50.8745267,70.1089647022452
Calveriekapel,2022-01-22,23,4.6999168,50.8745267,67.63160150210841
Calveriekapel,2022-01-23,0,4.6999168,50.8745267,64.95960209967828
Calveriekapel,2022-01-23,1,4.6999168,50.8745267,63.281144572326816
Calveriekapel,2022-01-23,2,4.6999168,50.8745267,62.505081082668184
Calveriekapel,2022-01-23,3,4.6999168,50.8745267,62.20069454513425
Calveriekapel,2022-01-23,4,4.6999168,50.8745267,62.323329027274966
Calveriekapel,2022-01-23,5,4.6999168,50.8745267,63.763744043290316
Calveriekapel,2022-01-23,6,4.6999168,50.8745267,68.36492915185488
Calveriekapel,2022-01-23,7,4.6999168,50.8745267,72.17035487469963
Calveriekapel,2022-01-23,8,4.6999168,50.8745267,73.53619859741843
Calveriekapel,2022-01-23,9,4.6999168,50.8745267,73.76136208115305
Calveriekapel,2022-01-23,10,4.6999168,50.8745267,74.35365651451232
Calveriekapel,2022-01-23,11,4.6999168,50.8745267,74.9139574388313
Calveriekapel,2022-01-23,12,4.6999168,50.8745267,74.87879236283318
Calveriekapel,2022-01-23,13,4.6999168,50.8745267,74.70213945630127
Calveriekapel,2022-01-23,14,4.6999168,50.8745267,74.69254455481048
Calveriekapel,2022-01-23,15,4.6999168,50.8745267,74.99897699482423
Calveriekapel,2022-01-23,16,4.6999168,50.8745267,74.13506358757158
Calveriekapel,2022-01-23,17,4.6999168,50.8745267,74.62726556882002
Calveriekapel,2022-01-23,18,4.6999168,50.8745267,75.10732404841539
Calveriekapel,2022-01-23,19,4.6999168,50.8745267,74.31970790116266
Calveriekapel,2022-01-23,20,4.6999168,50.8745267,73.38050797299174
Calveriekapel,2022-01-23,21,4.6999168,50.8745267,71.81535304409383
Calveriekapel,2022-01-23,22,4.6999168,50.8745267,70.1089647022452
Calveriekapel,2022-01-23,23,4.6999168,50.8745267,67.63160150210841
Calveriekapel,2022-01-24,0,4.6999168,50.8745267,64.95960209967828
Calveriekapel,2022-01-24,1,4.6999168,50.8745267,63.281144572326816
Calveriekapel,2022-01-24,2,4.6999168,50.8745267,62.505081082668184
Calveriekapel,2022-01-24,3,4.6999168,50.8745267,62.20069454513425
Calveriekapel,2022-01-24,4,4.6999168,50.8745267,62.323329027274966
Calveriekapel,2022-01-24,5,4.6999168,50.8745267,63.763744043290316
Calveriekapel,2022-01-24,6,4.6999168,50.8745267,68.36492915185488
Calveriekapel,2022-01-24,7,4.6999168,50.8745267,72.17035487469963
Calveriekapel,2022-01-24,8,4.6999168,50.8745267,73.53619859741843
Calveriekapel,2022-01-24,9,4.6999168,50.8745267,73.76136208115305
Calveriekapel,2022-01-24,10,4.6999168,50.8745267,74.35365651451232
Calveriekapel,2022-01-24,11,4.6999168,50.8745267,74.9139574388313
Calveriekapel,2022-01-24,12,4.6999168,50.8745267,74.87879236283318
Calveriekapel,2022-01-24,13,4.6999168,50.8745267,74.70213945630127
Calveriekapel,2022-01-24,14,4.6999168,50.8745267,74.69254455481048
Calveriekapel,2022-01-24,15,4.6999168,50.8745267,74.99897699482423
Calveriekapel,2022-01-24,16,4.6999168,50.8745267,74.13506358757158
Calveriekapel,2022-01-24,17,4.6999168,50.8745267,74.62726556882002
Calveriekapel,2022-01-24,18,4.6999168,50.8745267,75.10732404841539
Calveriekapel,2022-01-24,19,4.6999168,50.8745267,74.31970790116266
Calveriekapel,2022-01-24,20,4.6999168,50.8745267,73.38050797299174
Calveriekapel,2022-01-24,21,4.6999168,50.8745267,71.81535304409383
Calveriekapel,2022-01-24,22,4.6999168,50.8745267,70.1089647022452
Calveriekapel,2022-01-24,23,4.6999168,50.8745267,67.63160150210841
Calveriekapel,2022-01-25,0,4.6999168,50.8745267,64.95960209967828
Calveriekapel,2022-01-25,1,4.6999168,50.8745267,63.281144572326816
Calveriekapel,2022-01-25,2,4.6999168,50.8745267,62.505081082668184
Calveriekapel,2022-01-25,3,4.6999168,50.8745267,62.20069454513425
Calveriekapel,2022-01-25,4,4.6999168,50.8745267,62.323329027274966
Calveriekapel,2022-01-25,5,4.6999168,50.8745267,63.763744043290316
Calveriekapel,2022-01-25,6,4.6999168,50.8745267,68.36492915185488
Calveriekapel,2022-01-25,7,4.6999168,50.8745267,72.17035487469963
Calveriekapel,2022-01-25,8,4.6999168,50.8745267,73.53619859741843
Calveriekapel,2022-01-25,9,4.6999168,50.8745267,73.76136208115305
Calveriekapel,2022-01-25,10,4.6999168,50.8745267,74.35365651451232
Calveriekapel,2022-01-25,11,4.6999168,50.8745267,74.9139574388313
Calveriekapel,2022-01-25,12,4.6999168,50.8745267,74.87879236283318
Calveriekapel,2022-01-25,13,4.6999168,50.8745267,74.70213945630127
Calveriekapel,2022-01-25,14,4.6999168,50.8745267,74.69254455481048
Calveriekapel,2022-01-25,15,4.6999168,50.8745267,74.99897699482423
Calveriekapel,2022-01-25,16,4.6999168,50.8745267,74.13506358757158
Calveriekapel,2022-01-25,17,4.6999168,50.8745267,74.62726556882002
Calveriekapel,2022-01-25,18,4.6999168,50.8745267,75.10732404841539
Calveriekapel,2022-01-25,19,4.6999168,50.8745267,74.31970790116266
Calveriekapel,2022-01-25,20,4.6999168,50.8745267,73.38050797299174
Calveriekapel,2022-01-25,21,4.6999168,50.8745267,71.81535304409383
Calveriekapel,2022-01-25,22,4.6999168,50.8745267,70.1089647022452
Calveriekapel,2022-01-25,23,4.6999168,50.8745267,67.63160150210841
Calveriekapel,2022-01-26,0,4.6999168,50.8745267,64.95960209967828
Calveriekapel,2022-01-26,1,4.6999168,50.8745267,63.281144572326816
Calveriekapel,2022-01-26,2,4.6999168,50.8745267,62.505081082668184
Calveriekapel,2022-01-26,3,4.6999168,50.8745267,62.20069454513425
Calveriekapel,2022-01-26,4,4.6999168,50.8745267,62.323329027274966
Calveriekapel,2022-01-26,5,4.6999168,50.8745267,63.763744043290316
Calveriekapel,2022-01-26,6,4.6999168,50.8745267,68.36492915185488
Calveriekapel,2022-01-26,7,4.6999168,50.8745267,72.17035487469963
Calveriekapel,2022-01-26,8,4.6999168,50.8745267,73.53619859741843
Calveriekapel,2022-01-26,9,4.6999168,50.8745267,73.76136208115305
Calveriekapel,2022-01-26,10,4.6999168,50.8745267,74.35365651451232
Calveriekapel,2022-01-26,11,4.6999168,50.8745267,74.9139574388313
Calveriekapel,2022-01-26,12,4.6999168,50.8745267,74.87879236283318
Calveriekapel,2022-01-26,13,4.6999168,50.8745267,74.70213945630127
Calveriekapel,2022-01-26,14,4.6999168,50.8745267,74.69254455481048
